,bin,subfield_name,first_author,author_corresponding,counts,work_citedby
627,3,Emergency Medical Services,22,8,80,3109
628,3,Emergency Medicine,32,26,208,8819
629,3,Endocrine and Autonomic Systems,17,6,75,1575
630,3,Endocrinology,12,4,33,768
631,3,"Endocrinology, Diabetes and Metabolism",61,27,330,17826
632,3,Environmental Chemistry,5,2,31,2252
633,3,Environmental Engineering,4,3,10,314
634,3,Epidemiology,251,138,1462,58975
635,3,Experimental and Cognitive Psychology,22,8,87,4441
636,3,Family Practice,9,2,26,688
637,3,Finance,23,10,53,2213
638,3,Food Science,7,4,35,1403
639,3,Forestry,0,0,1,58
640,3,Gastroenterology,13,7,74,2037
641,3,Gender Studies,14,7,21,404
642,3,General Agricultural and Biological Sciences,1,1,2,34
643,3,General Decision Sciences,3,3,9,255
644,3,General Dentistry,1,1,1,0
645,3,"General Economics, Econometrics and Finance",10,8,24,317
646,3,General Health Professions,113,49,397,9690
647,3,General Psychology,4,3,4,233
648,3,General Social Sciences,2,2,4,117
649,3,Genetics,140,117,838,51671
650,3,"Geography, Planning and Development",1,0,1,3
651,3,Geometry and Topology,6,3,19,136
652,3,Geophysics,1,1,3,103
653,3,Geriatrics and Gerontology,12,7,60,848
654,3,Global and Planetary Change,6,4,23,1296
655,3,Hardware and Architecture,0,0,3,88
656,3,Health,43,22,181,7085
657,3,Health Information Management,2,0,18,235
658,3,"Health, Toxicology and Mutagenesis",35,24,163,8172
659,3,Hematology,133,107,924,30587
660,3,Hepatology,29,11,196,17917
661,3,History,15,14,18,50
662,3,History and Philosophy of Science,9,7,9,106
663,3,Human-Computer Interaction,1,1,5,228
664,3,Immunology,108,76,637,32061
665,3,Immunology and Allergy,11,9,44,1072
666,3,Industrial and Manufacturing Engineering,1,1,1,0
667,3,Infectious Diseases,134,87,747,34646
668,3,Information Systems,5,0,21,704
669,3,Information Systems and Management,6,4,11,112
670,3,Inorganic Chemistry,5,3,23,279
671,3,Insect Science,4,2,20,789
672,3,Internal Medicine,4,3,38,575
673,3,Language and Linguistics,5,4,7,1
674,3,Law,39,29,57,1015
675,3,Leadership and Management,0,0,2,42
676,3,Literature and Literary Theory,7,6,8,82
677,3,Management Information Systems,6,0,12,2553
678,3,Management Science and Operations Research,7,5,22,192
679,3,Management of Technology and Innovation,2,2,7,32
680,3,"Management, Monitoring, Policy and Law",5,3,7,167
681,3,Marketing,13,2,21,564
682,3,Materials Chemistry,9,12,174,14985
683,3,Mathematical Physics,5,3,15,253
684,3,Mechanical Engineering,2,0,9,128
685,3,Mechanics of Materials,0,0,2,0
686,3,Media Technology,3,1,6,0
687,3,Medical Laboratory Technology,1,0,1,0
688,3,Microbiology,11,14,99,4523
689,3,Modeling and Simulation,3,0,12,722
690,3,Molecular Biology,362,276,2338,130348
691,3,Molecular Medicine,13,6,78,5146
692,3,Museology,3,3,3,2
693,3,Music,1,1,2,1
694,3,Nature and Landscape Conservation,2,2,5,106
695,3,Nephrology,37,25,139,7729
696,3,Neurology,121,85,683,42939
697,3,Numerical Analysis,1,0,3,35
698,3,Nutrition and Dietetics,56,35,258,22410
699,3,Obstetrics and Gynecology,10,5,74,2982
700,3,Occupational Therapy,2,2,8,134
701,3,Ocean Engineering,1,0,2,12
702,3,Oceanography,1,1,2,53
703,3,Oncology,115,59,862,28957
704,3,Ophthalmology,41,13,271,7688
705,3,Oral Surgery,0,0,11,269
706,3,Organic Chemistry,35,16,168,8199
707,3,Organizational Behavior and Human Resource Management,12,11,44,1252
708,3,Orthopedics and Sports Medicine,10,3,22,517
709,3,Otorhinolaryngology,37,21,261,8489
710,3,Paleontology,3,0,5,55
711,3,Parasitology,16,13,77,3415
712,3,Pathology and Forensic Medicine,78,63,541,17396
713,3,"Pediatrics, Perinatology and Child Health",97,59,438,21026
714,3,Periodontics,1,0,11,362
715,3,Pharmaceutical Science,1,1,26,1441
716,3,Pharmacology,38,17,173,9430
717,3,Pharmacy,9,6,33,1029
718,3,Philosophy,14,13,19,187
719,3,"Physical Therapy, Sports Therapy and Rehabilitation",7,3,12,817
720,3,Physical and Theoretical Chemistry,2,1,10,100
721,3,Physiology,86,67,546,26167
722,3,Plant Science,21,8,97,5324
723,3,Political Science and International Relations,87,79,103,586
724,3,Pollution,1,0,10,340
725,3,Polymers and Plastics,0,0,1,75
726,3,Process Chemistry and Technology,0,0,1,89
727,3,Psychiatry and Mental health,76,42,260,15329
728,3,Public Administration,2,2,2,1
729,3,"Public Health, Environmental and Occupational Health",160,96,686,37879
730,3,Pulmonary and Respiratory Medicine,171,70,1208,34670
731,3,Radiation,26,4,110,1108
732,3,Radiological and Ultrasound Technology,3,2,6,95
733,3,"Radiology, Nuclear Medicine and Imaging",126,51,700,16509
734,3,Rehabilitation,10,2,67,1709
735,3,Religious studies,21,21,27,180
736,3,"Renewable Energy, Sustainability and the Environment",2,3,29,1477
737,3,Reproductive Medicine,12,10,55,1452
738,3,Rheumatology,26,15,164,5698
739,3,Safety Research,14,8,37,1023
740,3,"Safety, Risk, Reliability and Quality",1,1,1,8
741,3,Sensory Systems,7,8,39,4165
742,3,Signal Processing,1,0,6,100
743,3,Small Animals,4,2,13,131
744,3,Social Psychology,71,38,244,16554
745,3,Sociology and Political Science,96,73,195,3669
746,3,Soil Science,1,1,1,0
747,3,Space and Planetary Science,1,1,1,0
748,3,Spectroscopy,2,2,28,943
749,3,Speech and Hearing,8,3,31,726
750,3,Statistical and Nonlinear Physics,8,5,15,380
751,3,Statistics and Probability,29,15,91,1503
752,3,"Statistics, Probability and Uncertainty",7,6,22,255
753,3,Strategy and Management,16,11,31,614
754,3,Structural Biology,2,0,9,40
755,3,"Surfaces, Coatings and Films",1,0,2,17
756,3,Surgery,180,111,1121,39140
757,3,"Tourism, Leisure and Hospitality Management",1,0,2,173
758,3,Toxicology,3,1,8,139
759,3,Transplantation,20,9,96,4195
760,3,Transportation,3,4,7,315
761,3,Urban Studies,3,2,5,110
762,3,Urology,7,3,21,635
763,3,Virology,42,41,344,14083
764,3,Visual Arts and Performing Arts,2,2,2,70
765,3,Water Science and Technology,1,0,2,126
766,4,Accounting,19,10,34,405
767,4,Aerospace Engineering,2,0,3,0
768,4,Aging,10,8,57,2697
769,4,Agronomy and Crop Science,0,0,2,51
770,4,Algebra and Number Theory,2,2,2,0
771,4,Analytical Chemistry,1,1,12,254
772,4,Anatomy,2,0,3,12
773,4,Anesthesiology and Pain Medicine,24,7,86,2011
774,4,Animal Science and Zoology,1,1,6,135
775,4,Anthropology,14,12,16,50
776,4,Applied Mathematics,2,2,2,44
777,4,Applied Microbiology and Biotechnology,2,1,18,284
778,4,Applied Psychology,6,4,14,139
779,4,Aquatic Science,2,2,3,26
780,4,Archeology,8,7,9,9
781,4,Artificial Intelligence,57,17,148,2997
782,4,Astronomy and Astrophysics,6,5,15,302
783,4,Atmospheric Science,6,6,29,1639
784,4,"Atomic and Molecular Physics, and Optics",30,19,123,4630
785,4,Automotive Engineering,6,3,14,255
786,4,Behavioral Neuroscience,37,33,209,8712
787,4,Biochemistry,20,14,126,6170
788,4,Bioengineering,0,0,1,2
789,4,Biological Psychiatry,31,14,106,15635
790,4,Biomaterials,11,12,93,6333
791,4,Biomedical Engineering,68,43,392,10802
792,4,Biophysics,6,3,35,1140
793,4,Biotechnology,3,0,26,420
794,4,Building and Construction,1,0,2,84
795,4,Business and International Management,0,0,2,72
796,4,Cancer Research,62,47,576,24387
797,4,Cardiology and Cardiovascular Medicine,293,224,1904,69729
798,4,Catalysis,0,0,3,92
799,4,Cell Biology,32,35,214,7557
800,4,Cellular and Molecular Neuroscience,92,116,518,19346
801,4,Chemical Health and Safety,0,0,1,0
802,4,Civil and Structural Engineering,3,0,3,0
803,4,Classics,1,1,1,0
804,4,Clinical Biochemistry,17,16,86,1914
805,4,Clinical Psychology,104,92,552,20784
806,4,Cognitive Neuroscience,155,101,547,21865
807,4,Communication,5,3,8,877
808,4,Complementary and Manual Therapy,4,3,12,154
809,4,Complementary and alternative medicine,8,5,41,932
810,4,Computational Mathematics,1,0,6,61
811,4,Computational Mechanics,9,5,25,197
812,4,Computational Theory and Mathematics,15,8,53,812
813,4,Computer Graphics and Computer-Aided Design,2,1,2,0
814,4,Computer Networks and Communications,8,1,20,82
815,4,Computer Science Applications,2,3,14,342
816,4,Computer Vision and Pattern Recognition,14,4,53,436
817,4,Condensed Matter Physics,0,0,5,19
818,4,Conservation,1,1,1,0
819,4,Control and Systems Engineering,12,3,13,0
820,4,Critical Care and Intensive Care Medicine,25,19,109,2443
821,4,Cultural Studies,10,9,10,8
822,4,Demography,8,3,12,61
823,4,Dermatology,20,24,101,2605
824,4,Developmental Biology,9,5,29,587
825,4,Developmental Neuroscience,11,10,54,1858
826,4,Developmental and Educational Psychology,51,43,127,3884
827,4,Discrete Mathematics and Combinatorics,4,7,26,145
828,4,Ecological Modeling,2,1,5,99
829,4,Ecology,9,7,40,1354
830,4,"Ecology, Evolution, Behavior and Systematics",11,10,42,1845
831,4,Economics and Econometrics,98,71,293,6353
832,4,Education,30,22,65,863
833,4,Electrical and Electronic Engineering,26,2,57,1181
834,4,Electrochemistry,4,0,5,4
835,4,"Electronic, Optical and Magnetic Materials",3,2,8,2117
836,4,Emergency Medical Services,20,21,97,1409
837,4,Emergency Medicine,49,35,274,8054
838,4,Endocrine and Autonomic Systems,3,2,32,368
839,4,Endocrinology,4,1,30,918
840,4,"Endocrinology, Diabetes and Metabolism",72,72,494,22746
841,4,Environmental Chemistry,6,5,43,2060
842,4,Environmental Engineering,0,0,1,0
843,4,Epidemiology,310,258,2236,115256
844,4,Experimental and Cognitive Psychology,24,17,92,3903
845,4,Family Practice,8,6,23,364
846,4,Finance,24,10,68,1838
847,4,Food Science,12,12,60,3225
848,4,Gastroenterology,15,24,114,3728
849,4,Gender Studies,23,20,69,1835
850,4,General Agricultural and Biological Sciences,2,1,6,6
851,4,General Arts and Humanities,1,1,1,1
852,4,General Decision Sciences,1,0,5,112
853,4,"General Economics, Econometrics and Finance",4,4,20,1431
854,4,General Health Professions,120,87,599,10130
855,4,General Psychology,4,4,6,44
856,4,Genetics,247,230,1357,69846
857,4,Geochemistry and Petrology,1,0,1,0
858,4,"Geography, Planning and Development",4,1,9,29
859,4,Geology,2,0,5,2
860,4,Geometry and Topology,8,3,34,562
861,4,Geriatrics and Gerontology,11,14,72,5126
862,4,Global and Planetary Change,6,13,28,1808
863,4,Hardware and Architecture,1,0,1,0
864,4,Health,70,50,294,13620
865,4,Health Information Management,13,7,47,632
866,4,"Health, Toxicology and Mutagenesis",45,38,284,26277
867,4,Hematology,159,135,1087,34574
868,4,Hepatology,31,20,199,6634
869,4,History,32,32,37,32
870,4,History and Philosophy of Science,4,4,7,56
871,4,Human-Computer Interaction,1,0,5,0
872,4,Immunology,132,132,785,33899
873,4,Immunology and Allergy,10,7,67,1764
874,4,Industrial and Manufacturing Engineering,4,2,6,31
875,4,Infectious Diseases,195,182,1190,44706
876,4,Information Systems,2,4,19,368
877,4,Information Systems and Management,4,3,11,77
878,4,Inorganic Chemistry,1,0,26,1043
879,4,Insect Science,5,7,33,2005
880,4,Instrumentation,1,0,1,0
881,4,Internal Medicine,11,8,70,1763
882,4,"Issues, ethics and legal aspects",4,4,5,45
883,4,Language and Linguistics,4,2,5,24
884,4,Law,30,24,42,560
885,4,Linguistics and Language,1,1,1,1
886,4,Literature and Literary Theory,14,12,16,209
887,4,Management Information Systems,5,4,10,113
888,4,Management Science and Operations Research,15,3,34,289
889,4,Management of Technology and Innovation,10,8,17,29
890,4,"Management, Monitoring, Policy and Law",6,4,19,426
891,4,Marketing,16,14,32,536
892,4,Materials Chemistry,15,24,147,7758
893,4,Mathematical Physics,9,7,12,58
894,4,Mechanical Engineering,7,1,7,9
895,4,Mechanics of Materials,4,1,5,18
896,4,Media Technology,1,0,2,3
897,4,Medical Laboratory Technology,1,1,5,54
898,4,Microbiology,20,16,157,5359
899,4,Modeling and Simulation,5,3,15,114
900,4,Molecular Biology,393,393,2712,128030
901,4,Molecular Medicine,12,6,85,4084
902,4,Museology,3,2,3,0
903,4,Music,6,4,7,3
904,4,Nature and Landscape Conservation,3,0,8,336
905,4,Nephrology,33,27,149,7257
906,4,Neurology,189,139,1094,51571
907,4,Neuropsychology and Physiological Psychology,4,2,9,49
908,4,Nuclear and High Energy Physics,0,0,1,0
909,4,Numerical Analysis,3,1,3,19
910,4,Nutrition and Dietetics,81,73,516,18865
911,4,Obstetrics and Gynecology,18,12,132,2414
912,4,Occupational Therapy,3,3,9,98
913,4,Ocean Engineering,3,1,4,91
914,4,Oceanography,1,0,4,185
915,4,Oncology,201,162,1428,85822
916,4,Ophthalmology,50,31,283,6860
917,4,Oral Surgery,1,0,6,55
918,4,Organic Chemistry,27,23,133,7861
919,4,Organizational Behavior and Human Resource Management,14,11,52,824
920,4,Orthopedics and Sports Medicine,15,12,59,1441
921,4,Otorhinolaryngology,31,25,253,10584
922,4,Paleontology,3,1,5,41
923,4,Parasitology,8,10,68,2303
924,4,Pathology and Forensic Medicine,90,104,703,19273
925,4,"Pediatrics, Perinatology and Child Health",127,115,666,21447
926,4,Periodontics,1,1,12,665
927,4,Pharmaceutical Science,5,6,44,4418
928,4,Pharmacology,41,26,182,8345
929,4,Pharmacy,11,11,52,2094
930,4,Philosophy,16,15,24,711
931,4,"Physical Therapy, Sports Therapy and Rehabilitation",4,6,14,398
932,4,Physical and Theoretical Chemistry,3,0,11,91
933,4,Physiology,138,111,831,29911
934,4,Plant Science,16,20,91,5113
935,4,Political Science and International Relations,125,116,132,2071
936,4,Pollution,5,4,15,215
937,4,Polymers and Plastics,1,2,3,16
938,4,Psychiatry and Mental health,91,72,429,28356
939,4,Public Administration,5,3,6,22
940,4,"Public Health, Environmental and Occupational Health",239,185,1205,52734
941,4,Pulmonary and Respiratory Medicine,271,170,2106,68819
942,4,Radiation,14,12,68,861
943,4,Radiological and Ultrasound Technology,1,1,7,62
944,4,"Radiology, Nuclear Medicine and Imaging",172,96,930,21978
945,4,Rehabilitation,16,11,96,4349
946,4,Religious studies,21,21,21,59
947,4,"Renewable Energy, Sustainability and the Environment",3,2,24,1058
948,4,Reproductive Medicine,19,10,77,1700
949,4,Rheumatology,42,49,239,6166
950,4,Safety Research,5,2,20,344
951,4,"Safety, Risk, Reliability and Quality",1,0,3,6
952,4,Sensory Systems,10,10,50,1352
953,4,Signal Processing,5,0,21,184
954,4,Small Animals,5,2,14,340
955,4,Social Psychology,90,78,353,23140
956,4,Sociology and Political Science,138,121,278,11721
957,4,Soil Science,0,0,1,35
958,4,Spectroscopy,4,4,24,454
959,4,Speech and Hearing,15,11,48,1030
960,4,Statistical and Nonlinear Physics,13,7,27,719
961,4,Statistics and Probability,50,41,131,1597
962,4,"Statistics, Probability and Uncertainty",19,18,41,1078
963,4,Strategy and Management,14,10,23,331
964,4,Structural Biology,3,3,17,837
965,4,"Surfaces, Coatings and Films",3,0,4,0
966,4,Surgery,296,243,1910,48732
967,4,"Tourism, Leisure and Hospitality Management",1,1,2,94
968,4,Toxicology,1,1,8,121
969,4,Transplantation,21,14,140,6467
970,4,Transportation,4,1,11,674
971,4,Urban Studies,1,1,2,27
972,4,Urology,8,3,34,726
973,4,Virology,48,66,488,27466
974,4,Visual Arts and Performing Arts,5,5,5,24
975,4,Water Science and Technology,1,3,6,81
976,5,Accounting,16,11,43,1060
977,5,Acoustics and Ultrasonics,1,0,6,36
978,5,Aerospace Engineering,2,1,3,4
979,5,Aging,13,15,63,484
980,5,Agronomy and Crop Science,0,1,5,22
981,5,Algebra and Number Theory,1,1,3,0
982,5,Analytical Chemistry,3,1,17,174
983,5,Anatomy,2,0,10,20
984,5,Anesthesiology and Pain Medicine,33,23,126,1234
985,5,Animal Science and Zoology,1,1,3,132
986,5,Anthropology,19,18,24,616
987,5,Applied Mathematics,1,1,1,3
988,5,Applied Microbiology and Biotechnology,9,6,42,674
989,5,Applied Psychology,10,10,42,977
990,5,Aquatic Science,0,0,2,36
991,5,Archeology,13,13,13,39
992,5,Artificial Intelligence,86,29,473,11064
993,5,Astronomy and Astrophysics,2,2,7,28
994,5,Atmospheric Science,5,10,42,673
995,5,"Atomic and Molecular Physics, and Optics",30,35,198,4680
996,5,Automotive Engineering,1,2,3,42
997,5,Behavioral Neuroscience,39,45,265,5148
998,5,Biochemistry,21,17,129,2514
999,5,Biological Psychiatry,41,26,267,10395
1000,5,Biomaterials,12,24,93,2313
1001,5,Biomedical Engineering,105,110,731,14652
1002,5,Biophysics,8,6,49,1698
1003,5,Biotechnology,10,8,56,164
1004,5,Building and Construction,3,3,3,30
1005,5,Business and International Management,0,0,7,126
1006,5,Cancer Research,81,61,663,10770
1007,5,Cardiology and Cardiovascular Medicine,476,289,3183,62315
1008,5,Catalysis,1,0,4,15
1009,5,Cell Biology,40,43,273,6149
1010,5,Cellular and Molecular Neuroscience,99,117,676,16452
1011,5,Chemical Health and Safety,1,1,2,0
1012,5,Civil and Structural Engineering,0,1,2,5
1013,5,Classics,5,5,5,34
1014,5,Clinical Biochemistry,18,15,121,2315
1015,5,Clinical Psychology,138,140,770,26577
1016,5,Cognitive Neuroscience,206,212,1174,27824
1017,5,Communication,8,7,25,234
1018,5,Complementary and Manual Therapy,2,3,16,196
1019,5,Complementary and alternative medicine,9,6,49,755
1020,5,Computational Mathematics,6,0,31,430
1021,5,Computational Mechanics,7,2,36,292
1022,5,Computational Theory and Mathematics,12,11,60,507
1023,5,Computer Graphics and Computer-Aided Design,2,3,13,0
1024,5,Computer Networks and Communications,11,5,28,113
1025,5,Computer Science Applications,5,2,13,190
1026,5,Computer Vision and Pattern Recognition,17,25,189,9327
1027,5,Condensed Matter Physics,6,2,15,82
1028,5,Conservation,3,3,5,33
1029,5,Control and Systems Engineering,0,0,5,0
1030,5,Critical Care and Intensive Care Medicine,28,26,111,2056
1031,5,Cultural Studies,12,11,18,262
1032,5,Demography,10,7,27,246
1033,5,Dermatology,37,32,209,2642
1034,5,Development,3,3,5,7
1035,5,Developmental Biology,11,5,48,442
1036,5,Developmental Neuroscience,5,6,45,616
1037,5,Developmental and Educational Psychology,47,59,166,2950
1038,5,Discrete Mathematics and Combinatorics,3,2,15,74
1039,5,Ecological Modeling,0,0,2,135
1040,5,Ecology,14,16,66,1669
1041,5,"Ecology, Evolution, Behavior and Systematics",16,18,79,1304
1042,5,Economics and Econometrics,139,102,489,4877
1043,5,Education,31,29,109,1181
1044,5,Electrical and Electronic Engineering,10,15,58,1370
1045,5,Electrochemistry,1,1,3,72
1046,5,"Electronic, Optical and Magnetic Materials",7,10,23,607
1047,5,Emergency Medical Services,39,46,193,1922
1048,5,Emergency Medicine,105,86,555,6925
1049,5,Endocrine and Autonomic Systems,18,10,100,1105
1050,5,Endocrinology,7,5,49,359
1051,5,"Endocrinology, Diabetes and Metabolism",121,111,664,18723
1052,5,Environmental Chemistry,12,14,77,2509
1053,5,Environmental Engineering,3,4,22,626
1054,5,Epidemiology,498,436,3548,85925
1055,5,Experimental and Cognitive Psychology,52,39,236,5293
1056,5,Family Practice,4,6,42,575
1057,5,Finance,36,15,85,2344
1058,5,Food Science,5,15,55,1490
1059,5,Forestry,1,1,1,0
1060,5,Fuel Technology,0,0,1,6
1061,5,Gastroenterology,19,27,199,2684
1062,5,Gender Studies,53,47,181,3022
1063,5,General Agricultural and Biological Sciences,5,3,12,173
1064,5,General Decision Sciences,4,2,13,44
1065,5,General Dentistry,1,1,5,295
1066,5,"General Economics, Econometrics and Finance",14,12,35,333
1067,5,General Health Professions,228,189,930,15248
1068,5,General Psychology,0,0,2,0
1069,5,General Social Sciences,2,1,3,14
1070,5,Genetics,327,345,2121,46784
1071,5,"Geography, Planning and Development",5,4,18,3
1072,5,Geology,0,0,1,146
1073,5,Geometry and Topology,6,11,29,103
1074,5,Geriatrics and Gerontology,24,14,121,1650
1075,5,Global and Planetary Change,4,7,32,1220
1076,5,Hardware and Architecture,0,0,18,41
1077,5,Health,113,112,536,14556
1078,5,Health Informatics,12,9,39,1774
1079,5,Health Information Management,12,9,34,525
1080,5,"Health, Toxicology and Mutagenesis",100,104,692,21361
1081,5,Hematology,170,159,1366,37690
1082,5,Hepatology,53,63,343,4864
1083,5,History,22,20,28,67
1084,5,History and Philosophy of Science,13,11,16,4
1085,5,Human-Computer Interaction,2,2,9,171
1086,5,Immunology,186,181,1353,49605
1087,5,Immunology and Allergy,16,22,103,4073
1088,5,Industrial and Manufacturing Engineering,3,2,14,74
1089,5,Infectious Diseases,356,362,2677,149274
1090,5,Information Systems,16,8,93,468
1091,5,Information Systems and Management,9,6,114,102
1092,5,Inorganic Chemistry,2,6,30,757
1093,5,Insect Science,12,19,64,831
1094,5,Instrumentation,0,0,5,0
1095,5,Internal Medicine,16,14,122,1815
1096,5,"Issues, ethics and legal aspects",8,7,15,123
1097,5,Language and Linguistics,3,3,5,0
1098,5,Law,45,36,77,193
1099,5,Leadership and Management,3,2,3,8
1100,5,Linguistics and Language,1,1,4,81
1101,5,Literature and Literary Theory,16,16,29,113
1102,5,Management Information Systems,6,4,29,348
1103,5,Management Science and Operations Research,21,11,64,228
1104,5,Management of Technology and Innovation,8,3,11,8
1105,5,"Management, Monitoring, Policy and Law",7,8,19,85
1106,5,Marketing,20,13,35,2358
1107,5,Materials Chemistry,43,62,208,4204
1108,5,Mathematical Physics,9,9,13,179
1109,5,Mechanical Engineering,3,4,14,487
1110,5,Mechanics of Materials,0,0,4,131
1111,5,Media Technology,1,0,11,76
1112,5,Medical Laboratory Technology,1,0,3,29
1113,5,Microbiology,47,44,283,3496
1114,5,Modeling and Simulation,25,27,130,5567
1115,5,Molecular Biology,612,595,3954,110140
1116,5,Molecular Medicine,27,21,141,6639
1117,5,Museology,3,4,5,97
1118,5,Music,2,2,3,23
1119,5,Nature and Landscape Conservation,4,3,17,121
1120,5,Nephrology,43,39,252,4882
1121,5,Neurology,297,277,1913,50249
1122,5,Neuropsychology and Physiological Psychology,3,3,6,1
1123,5,Numerical Analysis,2,2,2,14
1124,5,Nutrition and Dietetics,108,113,663,18833
1125,5,Obstetrics and Gynecology,45,37,302,7011
1126,5,Occupational Therapy,4,2,13,78
1127,5,Ocean Engineering,1,0,7,22
1128,5,Oceanography,0,0,2,143
1129,5,Oncology,325,299,2647,85082
1130,5,Ophthalmology,77,53,496,7442
1131,5,Oral Surgery,2,3,7,68
1132,5,Organic Chemistry,43,93,251,7344
1133,5,Organizational Behavior and Human Resource Management,9,10,52,674
1134,5,Orthodontics,0,0,1,29
1135,5,Orthopedics and Sports Medicine,26,23,118,1781
1136,5,Otorhinolaryngology,41,45,368,6993
1137,5,Paleontology,0,0,3,13
1138,5,Parasitology,19,33,99,2031
1139,5,Pathology and Forensic Medicine,126,147,846,12639
1140,5,"Pediatrics, Perinatology and Child Health",147,127,923,20474
1141,5,Periodontics,5,6,24,546
1142,5,Pharmaceutical Science,4,5,29,1396
1143,5,Pharmacology,52,49,287,5245
1144,5,Pharmacy,10,10,46,591
1145,5,Philosophy,24,23,40,164
1146,5,"Physical Therapy, Sports Therapy and Rehabilitation",6,11,42,592
1147,5,Physical and Theoretical Chemistry,7,7,18,210
1148,5,Physiology,237,199,1434,46798
1149,5,Plant Science,29,29,153,2430
1150,5,Political Science and International Relations,150,117,249,1296
1151,5,Pollution,12,10,80,2083
1152,5,Polymers and Plastics,1,1,10,9
1153,5,Psychiatry and Mental health,156,156,866,16163
1154,5,Public Administration,2,1,3,60
1155,5,"Public Health, Environmental and Occupational Health",375,346,2078,39467
1156,5,Pulmonary and Respiratory Medicine,381,313,2822,56235
1157,5,Radiation,25,36,302,7256
1158,5,Radiological and Ultrasound Technology,6,3,38,408
1159,5,"Radiology, Nuclear Medicine and Imaging",271,236,1768,32222
1160,5,Rehabilitation,15,19,107,2138
1161,5,Religious studies,40,39,42,41
1162,5,"Renewable Energy, Sustainability and the Environment",8,15,39,934
1163,5,Reproductive Medicine,32,27,147,1277
1164,5,Research and Theory,1,1,1,0
1165,5,Rheumatology,58,56,334,5860
1166,5,Safety Research,15,11,48,1164
1167,5,"Safety, Risk, Reliability and Quality",3,3,14,437
1168,5,Sensory Systems,6,13,42,954
1169,5,Signal Processing,8,4,33,239
1170,5,Small Animals,8,12,36,445
1171,5,Social Psychology,88,87,466,11823
1172,5,Sociology and Political Science,219,191,475,7625
1173,5,Soil Science,9,7,17,490
1174,5,Spectroscopy,12,16,77,1424
1175,5,Speech and Hearing,19,17,96,1114
1176,5,Statistical and Nonlinear Physics,5,3,12,705
1177,5,Statistics and Probability,41,40,138,2494
1178,5,"Statistics, Probability and Uncertainty",25,18,72,1144
1179,5,Strategy and Management,13,6,26,188
1180,5,Structural Biology,0,0,2,14
1181,5,"Surfaces, Coatings and Films",2,2,8,277
1182,5,Surgery,483,353,2795,47989
1183,5,"Tourism, Leisure and Hospitality Management",1,1,2,15
1184,5,Toxicology,2,4,26,376
1185,5,Transplantation,29,31,199,5905
1186,5,Transportation,5,3,7,89
1187,5,Urban Studies,2,2,59,27
1188,5,Urology,13,12,77,1352
1189,5,Virology,69,59,613,20640
1190,5,Visual Arts and Performing Arts,9,8,14,5
1191,5,Water Science and Technology,7,5,18,209
1192,6,Accounting,27,19,77,388
1193,6,Aerospace Engineering,8,0,15,3
1194,6,Aging,27,22,167,675
1195,6,Agronomy and Crop Science,2,4,7,11
1196,6,Algebra and Number Theory,2,0,4,5
1197,6,Analytical Chemistry,8,2,22,67
1198,6,Anatomy,0,1,4,2
1199,6,Anesthesiology and Pain Medicine,41,28,140,307
1200,6,Animal Science and Zoology,2,2,25,371
1201,6,Anthropology,47,40,106,105
1202,6,Applied Mathematics,0,0,5,7
1203,6,Applied Microbiology and Biotechnology,24,13,168,1201
1204,6,Applied Psychology,20,14,68,366
1205,6,Aquatic Science,1,1,1,0
1206,6,Archeology,23,24,27,29
1207,6,Artificial Intelligence,274,105,1038,7246
1208,6,Astronomy and Astrophysics,13,11,27,53
1209,6,Atmospheric Science,3,4,39,284
1210,6,"Atomic and Molecular Physics, and Optics",75,62,309,1792
1211,6,Automotive Engineering,14,4,30,49
1212,6,Behavioral Neuroscience,32,24,267,1425
1213,6,Biochemistry,19,13,155,574
1214,6,Bioengineering,2,0,2,0
1215,6,Biological Psychiatry,46,26,351,4378
1216,6,Biomaterials,10,11,77,892
1217,6,Biomedical Engineering,231,170,1581,9467
1218,6,Biophysics,36,25,159,439
1219,6,Biotechnology,11,15,84,430
1220,6,Building and Construction,5,3,6,56
1221,6,Business and International Management,1,1,4,14
1222,6,Cancer Research,136,77,980,4888
1223,6,Cardiology and Cardiovascular Medicine,696,436,4469,22831
1224,6,Catalysis,1,1,7,0
1225,6,Cell Biology,77,68,454,2955
1226,6,Cellular and Molecular Neuroscience,191,100,1183,8365
1227,6,Civil and Structural Engineering,2,0,12,13
1228,6,Classics,8,8,8,1
1229,6,Clinical Biochemistry,42,36,247,603
1230,6,Clinical Psychology,313,231,1881,12043
1231,6,Cognitive Neuroscience,579,387,2938,17731
1232,6,Communication,15,12,29,63
1233,6,Complementary and Manual Therapy,4,4,10,16
1234,6,Complementary and alternative medicine,23,14,111,479
1235,6,Computational Mathematics,6,5,33,220
1236,6,Computational Mechanics,21,7,49,101
1237,6,Computational Theory and Mathematics,29,11,155,428
1238,6,Computer Graphics and Computer-Aided Design,1,0,1,0
1239,6,Computer Networks and Communications,17,2,49,142
1240,6,Computer Science Applications,11,3,30,157
1241,6,Computer Vision and Pattern Recognition,52,19,276,1420
1242,6,Condensed Matter Physics,16,5,42,122
1243,6,Conservation,5,4,19,46
1244,6,Control and Systems Engineering,20,0,30,48
1245,6,Critical Care and Intensive Care Medicine,55,36,388,1638
1246,6,Cultural Studies,19,16,23,50
1247,6,Demography,20,10,62,145
